case,cohort,uma,deck,base_seed,run,variant,rule_seed,score,skill_pt,rmj_ok,free_race_ok,friend_all,five,error
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,2,ptblend200-capd0-rgn1,10535465040819047840,57989,7579,3,true,true,2075/2179/2200/642/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,2,ptblend200-capd0-rgn1-supermode3,10535465040819047840,57989,7579,3,true,true,2075/2179/2200/642/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,2,ptblend200-capd0-rgn1-supermode1,10535465040819047840,57989,7579,3,true,true,2075/2179/2200/642/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,base,1307009070776977325,53927,6900,3,true,true,2029/1770/2200/701/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200,1307009070776977325,53017,6781,3,true,true,1858/1821/2200/711/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200-capd0-rgn1,1307009070776977325,53017,6781,3,true,true,1858/1821/2200/711/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200-capd0-rgn1-supermode3,1307009070776977325,53017,6781,3,true,true,1858/1821/2200/711/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200-capd0-rgn1-supermode1,1307009070776977325,53017,6781,3,true,true,1858/1821/2200/711/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,base,14580525919913804952,59881,8004,3,true,true,2342/1998/2200/658/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200,14580525919913804952,59642,8005,3,true,true,2298/2025/2200/650/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200-capd0-rgn1,14580525919913804952,59642,8005,3,true,true,2298/2025/2200/650/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200-capd0-rgn1-supermode3,14580525919913804952,59642,8005,3,true,true,2298/2025/2200/650/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200-capd0-rgn1-supermode1,14580525919913804952,59642,8005,3,true,true,2298/2025/2200/650/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,base,1832440609196742841,58279,7572,3,true,true,2283/1957/2200/685/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200,1832440609196742841,58708,7689,3,true,true,2309/1957/2200/685/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200-capd0-rgn1,1832440609196742841,58708,7689,3,true,true,2309/1957/2200/685/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200-capd0-rgn1-supermode3,1832440609196742841,58708,7689,3,true,true,2309/1957/2200/685/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200-capd0-rgn1-supermode1,1832440609196742841,58708,7689,3,true,true,2309/1957/2200/685/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,base,1688973966540781150,54519,6928,3,true,true,1869/2072/2200/680/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200,1688973966540781150,54519,6928,3,true,true,1869/2072/2200/680/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200-capd0-rgn1,1688973966540781150,54519,6928,3,true,true,1869/2072/2200/680/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200-capd0-rgn1-supermode3,1688973966540781150,54519,6928,3,true,true,1869/2072/2200/680/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200-capd0-rgn1-supermode1,1688973966540781150,54519,6928,3,true,true,1869/2072/2200/680/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,base,16002778796369497407,57902,7600,3,true,true,2097/2029/2200/815/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200,16002778796369497407,57902,7600,3,true,true,2097/2029/2200/815/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200-capd0-rgn1,16002778796369497407,57902,7600,3,true,true,2097/2029/2200/815/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200-capd0-rgn1-supermode3,16002778796369497407,57902,7600,3,true,true,2097/2029/2200/815/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200-capd0-rgn1-supermode1,16002778796369497407,57902,7600,3,true,true,2097/2029/2200/815/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,base,14893227854436251004,60292,7923,3,true,true,2299/2159/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200,14893227854436251004,60292,7923,3,true,true,2299/2159/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200-capd0-rgn1,14893227854436251004,60292,7923,3,true,true,2299/2159/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200-capd0-rgn1-supermode3,14893227854436251004,60292,7923,3,true,true,2299/2159/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200-capd0-rgn1-supermode1,14893227854436251004,60292,7923,3,true,true,2299/2159/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,base,997777740674518878,54850,7133,3,true,true,1854/2064/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200,997777740674518878,55110,7132,3,true,true,1818/2129/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200-capd0-rgn1,997777740674518878,55110,7132,3,true,true,1818/2129/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200-capd0-rgn1-supermode3,997777740674518878,55110,7132,3,true,true,1818/2129/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200-capd0-rgn1-supermode1,997777740674518878,55110,7132,3,true,true,1818/2129/2200/663/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,base,1932990359992000906,71517,9000,3,true,true,3337/2369/1411/1585/2127,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200,1932990359992000906,71517,9000,3,true,true,3337/2369/1411/1585/2127,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200-capd0-rgn1,1932990359992000906,71517,9000,3,true,true,3337/2369/1411/1585/2127,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200-capd0-rgn1-supermode3,1932990359992000906,71517,9000,3,true,true,3337/2369/1411/1585/2127,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200-capd0-rgn1-supermode1,1932990359992000906,71517,9000,3,true,true,3337/2369/1411/1585/2127,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,base,10427150460776359402,67179,8720,3,true,true,3337/1922/1210/1182/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200,10427150460776359402,67224,8556,3,true,true,3337/1968/1208/1199/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200-capd0-rgn1,10427150460776359402,67224,8556,3,true,true,3337/1968/1208/1199/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200-capd0-rgn1-supermode3,10427150460776359402,67224,8556,3,true,true,3337/1968/1208/1199/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200-capd0-rgn1-supermode1,10427150460776359402,67224,8556,3,true,true,3337/1968/1208/1199/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,base,8610863263705876650,69262,9021,3,true,true,3337/2072/1308/1209/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200,8610863263705876650,69736,9030,3,true,true,3337/2127/1316/1209/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200-capd0-rgn1,8610863263705876650,69736,9030,3,true,true,3337/2127/1316/1209/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200-capd0-rgn1-supermode3,8610863263705876650,69736,9030,3,true,true,3337/2127/1316/1209/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200-capd0-rgn1-supermode1,8610863263705876650,69414,9192,3,true,true,3337/2072/1250/1209/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,base,2303194850230707585,68781,8713,3,true,true,3337/2218/1315/1232/2278,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200,2303194850230707585,68781,8713,3,true,true,3337/2218/1315/1232/2278,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200-capd0-rgn1,2303194850230707585,68781,8713,3,true,true,3337/2218/1315/1232/2278,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200-capd0-rgn1-supermode3,2303194850230707585,68781,8713,3,true,true,3337/2218/1315/1232/2278,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200-capd0-rgn1-supermode1,2303194850230707585,68868,8556,3,true,true,3337/2218/1255/1232/2365,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,base,6430723760069117219,70010,8890,3,true,true,3337/2142/1327/1343/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200,6430723760069117219,70010,8890,3,true,true,3337/2142/1327/1343/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200-capd0-rgn1,6430723760069117219,70010,8890,3,true,true,3337/2142/1327/1343/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200-capd0-rgn1-supermode3,6430723760069117219,70010,8890,3,true,true,3337/2142/1327/1343/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200-capd0-rgn1-supermode1,6430723760069117219,69958,8864,3,true,true,3337/2142/1327/1343/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,base,13097119486641619674,70761,8879,3,true,true,3337/2245/1264/1304/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200,13097119486641619674,70627,8721,3,true,true,3337/2283/1213/1348/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200-capd0-rgn1,13097119486641619674,70627,8721,3,true,true,3337/2283/1213/1348/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200-capd0-rgn1-supermode3,13097119486641619674,70627,8721,3,true,true,3337/2283/1213/1348/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200-capd0-rgn1-supermode1,13097119486641619674,70627,8721,3,true,true,3337/2283/1213/1348/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,base,3889820441258519167,70335,9178,3,true,false,3337/2178/1168/1303/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200,3889820441258519167,71453,8993,3,true,false,3337/2342/1168/1367/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200-capd0-rgn1,3889820441258519167,71453,8993,3,true,false,3337/2342/1168/1367/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200-capd0-rgn1-supermode3,3889820441258519167,71453,8993,3,true,false,3337/2342/1168/1367/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200-capd0-rgn1-supermode1,3889820441258519167,70551,9190,3,true,false,3337/2195/1168/1320/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,base,3620186067318858574,73233,9154,3,true,true,3337/2400/1260/1475/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200,3620186067318858574,72571,9176,3,true,true,3337/2400/1121/1530/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200-capd0-rgn1,3620186067318858574,72571,9176,3,true,true,3337/2400/1121/1530/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200-capd0-rgn1-supermode3,3620186067318858574,72571,9176,3,true,true,3337/2400/1121/1530/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200-capd0-rgn1-supermode1,3620186067318858574,72539,9175,3,true,true,3337/2400/1121/1525/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,base,7954675688789875808,70277,8957,3,true,true,3337/2230/1167/1306/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200,7954675688789875808,70590,9040,3,true,true,3337/2215/1190/1335/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200-capd0-rgn1,7954675688789875808,70590,9040,3,true,true,3337/2215/1190/1335/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200-capd0-rgn1-supermode3,7954675688789875808,70590,9040,3,true,true,3337/2215/1190/1335/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200-capd0-rgn1-supermode1,7954675688789875808,70590,9040,3,true,true,3337/2215/1190/1335/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,base,13913127349016612403,67224,8493,3,true,true,3337/2021/1129/1243/2430,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200,13913127349016612403,67718,8508,3,true,true,3337/2235/1133/1359/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200-capd0-rgn1,13913127349016612403,67718,8508,3,true,true,3337/2235/1133/1359/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200-capd0-rgn1-supermode3,13913127349016612403,67718,8508,3,true,true,3337/2235/1133/1359/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200-capd0-rgn1-supermode1,13913127349016612403,67224,8493,3,true,true,3337/2021/1129/1243/2430,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,base,4196159694161053929,70329,9169,3,true,true,3337/2400/802/1398/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200,4196159694161053929,69946,8997,3,true,false,3337/2400/824/1416/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200-capd0-rgn1,4196159694161053929,69946,8997,3,true,false,3337/2400/824/1416/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200-capd0-rgn1-supermode3,4196159694161053929,69946,8997,3,true,false,3337/2400/824/1416/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200-capd0-rgn1-supermode1,4196159694161053929,69946,8997,3,true,false,3337/2400/824/1416/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,base,14423110065714866693,68017,8292,3,true,true,3246/2400/954/1321/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200,14423110065714866693,68054,8454,3,true,true,3218/2400/904/1385/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200-capd0-rgn1,14423110065714866693,68054,8454,3,true,true,3218/2400/904/1385/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200-capd0-rgn1-supermode3,14423110065714866693,68054,8454,3,true,true,3218/2400/904/1385/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200-capd0-rgn1-supermode1,14423110065714866693,68054,8454,3,true,true,3218/2400/904/1385/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,base,6243014190158935181,64035,8336,3,true,false,3337/1744/878/1307/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200,6243014190158935181,62951,8121,3,true,false,3337/1621/948/1265/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200-capd0-rgn1,6243014190158935181,62951,8121,3,true,false,3337/1621/948/1265/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200-capd0-rgn1-supermode3,6243014190158935181,62951,8121,3,true,false,3337/1621/948/1265/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200-capd0-rgn1-supermode1,6243014190158935181,62951,8121,3,true,false,3337/1621/948/1265/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,base,11279359617226164766,67506,8560,3,true,true,3191/2276/968/1449/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200,11279359617226164766,67807,8569,3,true,true,3337/2133/1001/1397/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200-capd0-rgn1,11279359617226164766,67807,8569,3,true,true,3337/2133/1001/1397/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200-capd0-rgn1-supermode3,11279359617226164766,67807,8569,3,true,true,3337/2133/1001/1397/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200-capd0-rgn1-supermode1,11279359617226164766,67807,8569,3,true,true,3337/2133/1001/1397/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,base,1685441190553810252,70221,8903,3,true,true,3253/2400/882/1630/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200,1685441190553810252,70598,8854,3,true,true,3337/2400/942/1522/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200-capd0-rgn1,1685441190553810252,70598,8854,3,true,true,3337/2400/942/1522/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200-capd0-rgn1-supermode3,1685441190553810252,70598,8854,3,true,true,3337/2400/942/1522/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200-capd0-rgn1-supermode1,1685441190553810252,70598,8854,3,true,true,3337/2400/942/1522/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,base,619293881400690958,69451,8673,3,true,true,3337/2400/982/1312/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200,619293881400690958,69819,8782,3,true,true,3337/2400/951/1362/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200-capd0-rgn1,619293881400690958,69819,8782,3,true,true,3337/2400/951/1362/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200-capd0-rgn1-supermode3,619293881400690958,69819,8782,3,true,true,3337/2400/951/1362/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200-capd0-rgn1-supermode1,619293881400690958,69819,8782,3,true,true,3337/2400/951/1362/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,base,9352118698122507707,65234,8769,3,true,true,3337/1848/961/1135/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200,9352118698122507707,66016,8626,3,true,true,3337/1967/965/1182/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200-capd0-rgn1,9352118698122507707,66016,8626,3,true,true,3337/1967/965/1182/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200-capd0-rgn1-supermode3,9352118698122507707,66016,8626,3,true,true,3337/1967/965/1182/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200-capd0-rgn1-supermode1,9352118698122507707,66016,8626,3,true,true,3337/1967/965/1182/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,base,17997481987877438832,62939,7916,3,true,true,2877/2400/816/1467/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200,17997481987877438832,62939,7916,3,true,true,2877/2400/816/1467/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200-capd0-rgn1,17997481987877438832,62939,7916,3,true,true,2877/2400/816/1467/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200-capd0-rgn1-supermode3,17997481987877438832,62939,7916,3,true,true,2877/2400/816/1467/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200-capd0-rgn1-supermode1,17997481987877438832,62939,7916,3,true,true,2877/2400/816/1467/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,base,14576850757862421045,68790,8526,3,true,true,3337/2299/976/1336/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200,14576850757862421045,68529,8491,3,true,true,3267/2365/920/1393/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200-capd0-rgn1,14576850757862421045,68529,8491,3,true,true,3267/2365/920/1393/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200-capd0-rgn1-supermode3,14576850757862421045,68529,8491,3,true,true,3267/2365/920/1393/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200-capd0-rgn1-supermode1,14576850757862421045,68529,8491,3,true,true,3267/2365/920/1393/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,base,1420279237519932103,69414,8657,3,true,true,3337/2400/898/1343/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200,1420279237519932103,68967,8667,3,true,true,3337/2400/832/1259/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200-capd0-rgn1,1420279237519932103,68967,8667,3,true,true,3337/2400/832/1259/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200-capd0-rgn1-supermode3,1420279237519932103,68967,8667,3,true,true,3337/2400/832/1259/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200-capd0-rgn1-supermode1,1420279237519932103,68967,8667,3,true,true,3337/2400/832/1259/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,base,14983004930529550585,67185,8255,3,true,true,3337/883/1907/1767/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200,14983004930529550585,67185,8255,3,true,true,3337/883/1907/1767/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200-capd0-rgn1,14983004930529550585,67185,8255,3,true,true,3337/883/1907/1767/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200-capd0-rgn1-supermode3,14983004930529550585,67185,8255,3,true,true,3337/883/1907/1767/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200-capd0-rgn1-supermode1,14983004930529550585,67185,8255,3,true,true,3337/883/1907/1767/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,base,13356563491811039061,64561,8042,3,true,true,2988/1267/2059/1479/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200,13356563491811039061,65837,8073,3,true,true,3248/1267/2132/1097/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200-capd0-rgn1,13356563491811039061,65837,8073,3,true,true,3248/1267/2132/1097/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200-capd0-rgn1-supermode3,13356563491811039061,65837,8073,3,true,true,3248/1267/2132/1097/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200-capd0-rgn1-supermode1,13356563491811039061,65837,8073,3,true,true,3248/1267/2132/1097/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,base,13948961378625806723,62713,7891,3,true,true,2953/1156/2139/1890/2091,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200,13948961378625806723,62261,7959,3,true,true,2770/1331/2200/1777/2174,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200-capd0-rgn1,13948961378625806723,62261,7959,3,true,true,2770/1331/2200/1777/2174,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200-capd0-rgn1-supermode3,13948961378625806723,62261,7959,3,true,true,2770/1331/2200/1777/2174,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200-capd0-rgn1-supermode1,13948961378625806723,62261,7959,3,true,true,2770/1331/2200/1777/2174,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,base,11783238685694023138,67868,8400,3,true,true,3337/1121/2121/1417/2384,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200,11783238685694023138,68326,8437,3,true,true,3331/1251/2138/1222/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200-capd0-rgn1,11783238685694023138,68326,8437,3,true,true,3331/1251/2138/1222/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200-capd0-rgn1-supermode3,11783238685694023138,68326,8437,3,true,true,3331/1251/2138/1222/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200-capd0-rgn1-supermode1,11783238685694023138,67351,8360,3,true,true,3292/1228/2102/1202/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,base,6345264441201720137,67627,8290,3,true,true,3106/1354/2200/1456/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200,6345264441201720137,66292,8251,3,true,true,3151/1432/2200/1264/2312,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200-capd0-rgn1,6345264441201720137,66292,8251,3,true,true,3151/1432/2200/1264/2312,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200-capd0-rgn1-supermode3,6345264441201720137,66292,8251,3,true,true,3151/1432/2200/1264/2312,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200-capd0-rgn1-supermode1,6345264441201720137,66292,8251,3,true,true,3151/1432/2200/1264/2312,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,base,10821448180710169504,64844,7861,3,true,true,3337/950/1897/1564/2445,
